file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
seg0_verse2,0.0,209.4065625,seg0_verse2,-52.95613270617449,-57.13003654291134,4.100916624374903,2.027756251018827
